,Title,Distributor,Runtime,Rating,Action,Adventure,Biography,Comedy,Crime,Documentary,Drama,Family,History,Horror,Music,Mystery,Romance,Sport,Thriller,War,Western,Budget,Domestic_Gross
328,Dumb and Dumber To,Universal Pictures,109.0,PG-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,86208010
329,The Ring,DreamWorks Distribution,115.0,PG-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,48000000,129094024
330,The Ring Two,DreamWorks Distribution,110.0,PG-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,50000000,75941727
331,Olympus Has Fallen,FilmDistrict,119.0,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000000,98927592
332,Angel Has Fallen,Lionsgat,121.0,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40000000,69030436
333,London Has Fallen,Focus Features,99.0,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000000,62524260
334,Kingsman: The Secret Service,Twentieth Century Fox,129.0,R,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94000000,128261724
335,Kingsman: The Golden Circle,Twentieth Century Fox,141.0,R,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104000000,100234838
336,The Expendables,Lionsgat,103.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82000000,103068524
337,The Expendables 2,Lionsgat,103.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000000,85028192
338,The Expendables 3,Lionsgat,126.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000000,39322544
339,Ride Along,Universal Pictures,99.0,PG-13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25000000,134202565
340,Big Momma's House,Twentieth Century Fox,99.0,PG-13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33000000,117559438
341,Paul Blart: Mall Cop,ony Pictures Entertainment (SPE),91.0,PG,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26000000,146336178
342,Naked Gun 33 1/3: The Final Insult,Paramount Pictures,83.0,PG-13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30000000,51041856
343,xXx,Revolution Studios,124.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000000,141930000
344,xXx: Return of Xander Cage,Paramount Pictures,107.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85000000,44898413
345,Christopher Robin,Walt Disney Studios Motion Pictures,104.0,PG,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75000000,99215042
346,Neighbors,Universal Pictures,97.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,150086800
347,Neighbors 2: Sorority Rising,Universal Pictures,92.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,55340730
349,Blade: Trinity,New Line Cinema,113.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000,52397389
350,Snow White and the Huntsman,Universal Pictures,127.0,PG-13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170000000,155136755
351,The Equalizer 2,ony Pictures Entertainment (SPE),121.0,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,77000000,102084362
352,The Equalizer,ony Pictures Entertainment (SPE),132.0,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55000000,101530738
354,Bad Moms,TX Entertainment,100.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,113257297
355,Now You See Me,Lionsgat,115.0,PG-13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,75000000,117723989
356,Now You See Me 2,Lionsgat,129.0,PG-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,65075540
357,The Amityville Horror,Metro-Goldwyn-Mayer (MGM),90.0,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18500000,65233369
360,The Omen,Twentieth Century Fox,110.0,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,54607383
361,Pacific Rim,Warner Bros.,131.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000000,101802906
362,Pacific Rim: Uprising,Universal Pictures,111.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000000,59874525
363,Along Came a Spider,Paramount Pictures,104.0,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28000000,74058698
364,Kiss the Girls,Paramount Pictures,115.0,R,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,27000000,60527873
370,Trolls,Twentieth Century Fox,92.0,PG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125000000,153707064
371,Cloverfield,Paramount Pictures,85.0,PG-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25000000,80048433
372,Zombieland,ony Pictures Entertainment (SPE),88.0,R,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23600000,75590286
373,Zombieland: Double Tap,ony Pictures Entertainment (SPE),99.0,R,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48000000,73118130
374,RED 2,Lionsgat,116.0,PG-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84000000,53262560
375,The Chronicles of Riddick,Universal Pictures,119.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000000,57712751
376,Riddick,Universal Pictures,119.0,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38000000,42025135
377,Pitch Black,USA Films,109.0,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23000000,39235088
378,Jack Reacher,Paramount Pictures,130.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000000,80070736
379,Jack Reacher: Never Go Back,Paramount Pictures,118.0,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000000,58697076
380,Bridget Jones's Diary,Miramax,97.0,R,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25000000,71500556
381,Power Rangers,Lionsgat,124.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000000,85364450
382,Goosebumps,ony Pictures Entertainment (SPE),103.0,PG,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58000000,80069458
383,Blade Runner 2049,Warner Bros.,164.0,R,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,185000000,92054159
384,The Girl with the Dragon Tattoo,Music Box Films,152.0,R,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,90000000,102515793
385,The Girl with the Dragon Tattoo,Music Box Films,152.0,R,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,90000000,102515793
386,Paddington,,95.0,PG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000,76223578
387,Transporter 3,Lionsgat,104.0,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40000000,31715062
388,The Transporter,Twentieth Century Fox,92.0,PG-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21000000,25296447
389,Free Willy,Warner Bros.,112.0,PG,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20000000,77698625
390,Jay and Silent Bob Strike Back,Miramax,104.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,30059386
391,Murder on the Orient Express,Twentieth Century Fox,114.0,PG-13,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,55000000,102826543
392,Psycho,Universal Pictures,105.0,R,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20000000,21541218
393,Sicario: Day of the Soldado,ony Pictures Entertainment (SPE),122.0,R,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35000000,50065850
394,Sicario,Lionsgat,121.0,R,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30000000,46889293
395,Conan the Barbarian,Lionsgat,113.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,21295021
396,Conan the Barbarian,Lionsgat,113.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,38264085
397,Conan the Barbarian,Lionsgat,113.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,21295021
398,Conan the Barbarian,Lionsgat,113.0,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,38264085
400,Space Jam,Warner Bros.,88.0,PG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000,90463534
401,Sin City,Dimension Films,124.0,R,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40000000,74103820
402,Once Upon a Time in Mexico,ony Pictures Entertainment (SPE),102.0,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29000000,56330657
404,Doctor Sleep,Warner Bros.,152.0,R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,45000000,31581712
405,Zoolander,Paramount Pictures,90.0,PG-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,45172250
406,Zoolander 2,Paramount Pictures,101.0,PG-13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,28848693
407,The World's End,Focus Features,109.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,26004851
408,Hot Tub Time Machine,Metro-Goldwyn-Mayer (MGM),101.0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36000000,50269859
409,Tomb Raider,Warner Bros.,119.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,58250803
410,Machete Kills,Open Road Films (II),107.0,R,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20000000,8008161
411,Mechanic: Resurrection,Lionsgat,98.0,R,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40000000,21218403
